Raw_Track_Title,Clean_TrackTitle
"The Four Seasons, Concerto No. 4 in F Minor, RV 297, Op. 8 No. 4 ""Winter"": II. Largo ","The Four Seasons, Violin Concerto in F Minor, Op. 8 No. 4, RV 297 ""Winter"": II. Largo"
"The Four Seasons (Le Quattro Stagioni), Op. 8 - Concerto No. 4 for Violin and Strings in F Minor, ""Winter"", RV 297 (Arranged for Percussion): I. Allegro non molto ","The Four Seasons, Violin Concerto in F Minor, Op. 8 No. 4, RV 297 ""Winter"": I. Allegro non molto"
"Four Seasons, Op.8, Autumn: Adagio molto ","The Four Seasons, Violin Concerto in F Major, Op. 8 No. 3, RV 293 ""Autumn"": II. Adagio molto"
"Concerto For Violin And Strings In G Minor, Op.8, No.2, RV 315 ""L'estate"" ","The Four Seasons, Violin Concerto in G Minor, Op. 8 No. 2, RV 315 ""Summer"": III. Presto"
"Violin Concerto in F Major, RV 293, ""Autumn"" from ""The Four Seasons"": II. Adagio ","The Four Seasons, Violin Concerto in F Major, Op. 8 No. 3, RV 293 ""Autumn"": II. Adagio molto"
"Die vier Jahreszeiten, Op. 8, Concerto No. 4 in F Minor, RV 297 ""Der Winter"": III. Allegro ","The Four Seasons, Violin Concerto in F Minor, Op. 8 No. 4, RV 297 ""Winter"": III. Allegro"
"Concerto No. 3 In F Major, Op. 8, RV 293, ""L'autunno"" (Autumn): III. Allegro ","The Four Seasons, Violin Concerto in F Major, Op. 8 No. 3, RV 293 ""Autumn"": III. Allegro"
"The 4 Seasons: Violin Concerto in F major, Op. 8, No. 3, RV 293, ""L'autunno"" (Autumn): II. Adagio molto ","The Four Seasons, Violin Concerto in F Major, Op. 8 No. 3, RV 293 ""Autumn"": II. Adagio molto"
"Four Seasons, Op.8, Summer: Adagio ","The Four Seasons, Violin Concerto in G Minor, Op. 8 No. 2, RV 315 ""Summer"": II. Adagio - Presto"
"L'Estate Violin Concerto in G Minor, RV 315: II. Adagio e piano - Presto e forte ","The Four Seasons, Violin Concerto in G Minor, Op. 8 No. 2, RV 315 ""Summer"": II. Adagio - Presto"
"The 4 Seasons: Concerto in F major, Op. 8, No. 3, RV 293, ""L'autunno"" (Autumn) (arr. A. Prado): II. Adagio molto ","The Four Seasons, Violin Concerto in F Major, Op. 8 No. 3, RV 293 ""Autumn"": II. Adagio molto"
"The Four Seasons, Violin Concerto in G Minor, Op. 8 No. 2, RV 315 ""Summer"": I. Allegro non moto ","The Four Seasons, Violin Concerto in G Minor, Op. 8 No. 2, RV 315 ""Summer"": I. Allegro non moto"
"La Primavera Violin Concerto in E Major, RV 269: I. Allegro ","The Four Seasons, Violin Concerto in E Major, Op. 8 No. 1, RV 269 ""Spring"": I. Allegro"
"Concerto para Violín No.2 in G Minor, Op. 8, RV 315 ""L'Estate"": II. Adagio - Presto ","The Four Seasons, Violin Concerto in G Minor, Op. 8 No. 2, RV 315 ""Summer"": II. Adagio - Presto"
"The Four Seasons Concerto No.1 in E Major Op. 8/RV 269 ""La Primavera"" (Spring) ","The Four Seasons, Violin Concerto in E Major, Op. 8 No. 1, RV 269 ""Spring"": I. Allegro"
"Summer from Four Seasons, RV 315, III. Presto ","The Four Seasons, Violin Concerto in G Minor, Op. 8 No. 2, RV 315 ""Summer"": III. Presto"
"The Four Seasons ""Spring"" in E Major, Op. 8: I. Allegro ","The Four Seasons, Violin Concerto in E Major, Op. 8 No. 1, RV 269 ""Spring"": I. Allegro"
"L'Inverno Violin Concerto in F Minor, RV 297: III. Allegro ","The Four Seasons, Violin Concerto in F Minor, Op. 8 No. 4, RV 297 ""Winter"": III. Allegro"
"The Four Seasons, Concerto in G Minor, Op. 8 No. 2, RV 315 ""Summer"": II. Adagio - Presto ","The Four Seasons, Violin Concerto in G Minor, Op. 8 No. 2, RV 315 ""Summer"": II. Adagio - Presto"
"The Four Seasons, Concerto No. 4 in F Minor, RV 297 ""Winter"" ","The Four Seasons, Violin Concerto in F Minor, Op. 8 No. 4, RV 297 ""Winter"": II. Largo"
Allegro Non Molto (Summer - The Four Seasons Op 8 No 2) ,"The Four Seasons, Violin Concerto in F Major, Op. 8 No. 3, RV 293 ""Autumn"": I. Allegro"
"The four Seasons, Summer, Op. 8/2: II. Adagio ","The Four Seasons, Violin Concerto in F Major, Op. 8 No. 3, RV 293 ""Autumn"": II. Adagio molto"
"The 4 Seasons: Violin Concerto in G minor, Op. 8, No. 2, RV 315, ""L'estate"" (Summer): I. Allegro non molto ","The Four Seasons, Violin Concerto in G Minor, Op. 8 No. 2, RV 315 ""Summer"": I. Allegro non moto"
"The four seasons, Autumn, Op. 8/3: II.Adagio ","The Four Seasons, Violin Concerto in F Major, Op. 8 No. 3, RV 293 ""Autumn"": II. Adagio molto"
"The Four Seasons, Concerto in F Major, RV 293 ""Autumn"": I. Allegro ","The Four Seasons, Violin Concerto in F Major, Op. 8 No. 3, RV 293 ""Autumn"": I. Allegro"
"Violin Concerto in F Minor, RV 297 ""Winter"" ","The Four Seasons, Violin Concerto in F Minor, Op. 8 No. 4, RV 297 ""Winter"": II. Largo"
"Violin Concerto No. 2 in G Minor, Op. 8, RV 315 ""Summer"": I. Allegro non molto ","The Four Seasons, Violin Concerto in G Minor, Op. 8 No. 2, RV 315 ""Summer"": I. Allegro non moto"
"The 4 Seasons: Violin Concerto in E major, Op. 8, No. 1, RV 269, ""La primavera"" (Spring): The Four Seasons: Violin Concerto in E major, Op. 8, No. 1, RV 269, ""Spring"": I. Allegro ","The Four Seasons, Violin Concerto in E Major, Op. 8 No. 1, RV 269 ""Spring"": I. Allegro"
"The Four Seasons, Concerto No. 1 in E, RV 269 'La primavera/Spring' (Op.8 No. 1): III. Allegro ","The Four Seasons, Violin Concerto in E Major, Op. 8 No. 1, RV 269 ""Spring"": I. Allegro"
Largo (Winter - The Four Seasons Op 8 No 4) ,"The Four Seasons, Violin Concerto in F Minor, Op. 8 No. 4, RV 297 ""Winter"": II. Largo"
"The Four Seasons, Concerto in G Minor, Op. 8 No. 2, RV 315 ""Summer"": I. Allegro non moto ","The Four Seasons, Violin Concerto in G Minor, Op. 8 No. 2, RV 315 ""Summer"": I. Allegro non moto"
"The Four Seasons ""Spring"": Allegro ","The Four Seasons, Violin Concerto in E Major, Op. 8 No. 1, RV 269 ""Spring"": I. Allegro"
"Konzert Nr. 1 E-Dur op. 8, RV 269: 3. Allegro ","The Four Seasons, Violin Concerto in E Major, Op. 8 No. 1, RV 269 ""Spring"": I. Allegro"
"The Four Seasons, Violin Concerto, Op. 8 No. 1–4: Spring, RV 269, Allegro ","The Four Seasons, Violin Concerto in E Major, Op. 8 No. 1, RV 269 ""Spring"": I. Allegro"
Four Seasons: Spring (Live) ,"The Four Seasons, Violin Concerto in E Major, Op. 8 No. 1, RV 269 ""Spring"": I. Allegro"
"Concerto in F Minor for Violín, String Orchestra and Continuo, Op. 8, No. 4, RV 297 ""L' inverno"" (Invierno): III. Allegro ","The Four Seasons, Violin Concerto in F Minor, Op. 8 No. 4, RV 297 ""Winter"": III. Allegro"
"The Four Seasons, Concerto No. 1 in E (La primavera/ Spring) RV269 (Op. 8 No. 1) ","The Four Seasons, Violin Concerto in E Major, Op. 8 No. 1, RV 269 ""Spring"": I. Allegro"
"The Four Seasons, Violin Concerto in G Minor, Op. 8 No. 2, RV 315 ""Summer"": III. Presto ","The Four Seasons, Violin Concerto in G Minor, Op. 8 No. 2, RV 315 ""Summer"": III. Presto"
"The 4 Seasons: Concerto in E major, Op. 8, No. 1, RV 269, ""La primavera"" (Spring) (arr. A. Prado): I. Allegro ","The Four Seasons, Violin Concerto in E Major, Op. 8 No. 1, RV 269 ""Spring"": I. Allegro"
"The Four Seasons, Concerto No. 1 in E Major, Op. 8, RV 269, ""La primavera"" (Spring): I. Allegro ","The Four Seasons, Violin Concerto in E Major, Op. 8 No. 1, RV 269 ""Spring"": I. Allegro"
L´Inverno op. 8 No. 4: II. Largo ,"The Four Seasons, Violin Concerto in F Minor, Op. 8 No. 4, RV 297 ""Winter"": II. Largo"
"The Four Seasons, Violin Concerto in E Major, RV 269 ""Spring"": I. Allegro ","The Four Seasons, Violin Concerto in E Major, Op. 8 No. 1, RV 269 ""Spring"": I. Allegro"
"Violin Concerto in E Major, Op. 8 No. 1, RV 269 ","The Four Seasons, Violin Concerto in E Major, Op. 8 No. 1, RV 269 ""Spring"": I. Allegro"
"The Four Seasons, Concerto No. 3 in F Major, Op. 8, RV 293 Autumn: III. Allegro ","The Four Seasons, Violin Concerto in F Major, Op. 8 No. 3, RV 293 ""Autumn"": III. Allegro"
"Concerto for Violin and Strings in E, Op.8, No.1, R.269 ""La Primavera"": 2. Largo ","The Four Seasons, Violin Concerto in F Minor, Op. 8 No. 4, RV 297 ""Winter"": II. Largo"
"Concerto No. 2 in G Minor, RV 315, 'L'estate': III. Presto ","The Four Seasons, Violin Concerto in G Minor, Op. 8 No. 2, RV 315 ""Summer"": III. Presto"
Autumn ( L’Autunno ) / Allegro: Autumn ( L’Autunno ) / Allegro ,"The Four Seasons, Violin Concerto in F Major, Op. 8 No. 3, RV 293 ""Autumn"": I. Allegro"
"Konzert Nr. 4 f-moll op. 8, RV 297: 2. Largo ","The Four Seasons, Violin Concerto in F Minor, Op. 8 No. 4, RV 297 ""Winter"": II. Largo"
"Concerto No.2 Summer, Allegro Non Molto ","The Four Seasons, Violin Concerto in G Minor, Op. 8 No. 2, RV 315 ""Summer"": I. Allegro non moto"
"Concerto No.1 In e Major, Op. 8, No. 1, RV 269 - ""La Primavera"" (""Spring""): II. Largo ","The Four Seasons, Violin Concerto in E Major, Op. 8 No. 1, RV 269 ""Spring"": I. Allegro"
"Violin Concerto No. 4 in F Minor, RV 297: I. Allegro non molto ","The Four Seasons, Violin Concerto in F Minor, Op. 8 No. 4, RV 297 ""Winter"": I. Allegro non molto"
"The Four Seasons, Concerto No. 2 in G Minor, RV 315 ""Summer"": III. Presto (Tempo impetuoso d""estate) ","The Four Seasons, Violin Concerto in G Minor, Op. 8 No. 2, RV 315 ""Summer"": III. Presto"
"The 4 Seasons: Violin Concerto in G minor, Op. 8, No. 2, RV 315, ""L'estate"" (Summer): II. Adagio ","The Four Seasons, Violin Concerto in G Minor, Op. 8 No. 2, RV 315 ""Summer"": II. Adagio - Presto"
"The Four Seasons - Violin Concerto in F Major, RV 293, ""Autumn"": II. Adagio molto ","The Four Seasons, Violin Concerto in F Major, Op. 8 No. 3, RV 293 ""Autumn"": II. Adagio molto"
"The Four Seasons, Op. 8, Violin Concerto No. 4 in F Minor, RV 297 ""Winter"" ","The Four Seasons, Violin Concerto in F Minor, Op. 8 No. 4, RV 297 ""Winter"": II. Largo"
"The Four Seasons (Le quattro stagioni), Op. 8 - Violin Concerto No. 2 in G Minor, RV 315, ""Summer"" (L'estate): II. Adagio - Presto - Adagio ","The Four Seasons, Violin Concerto in G Minor, Op. 8 No. 2, RV 315 ""Summer"": II. Adagio - Presto"
"Concerto No.4 Winter, Allegro ","The Four Seasons, Violin Concerto in F Minor, Op. 8 No. 4, RV 297 ""Winter"": III. Allegro"
"The Four Seasons, Concerto No. 1 in E Major, Op. 8, RV 269 Spring: III. Danza pastorale. Allegro ","The Four Seasons, Violin Concerto in E Major, Op. 8 No. 1, RV 269 ""Spring"": III. Danza pastorale. Allegro"
"The 4 Seasons: Violin Concerto in E major, Op. 8, No. 1, RV 269, ""La primavera"" (Spring) : The Four Seasons: Violin Concerto, Op. 8, No. 1, RV 269, ""Spring"": I. Allegro ","The Four Seasons, Violin Concerto in E Major, Op. 8 No. 1, RV 269 ""Spring"": I. Allegro"
Autumn the third movement<four seasons ,"The Four Seasons, Violin Concerto in G Minor, Op. 8 No. 2, RV 315 ""Summer"": I. Allegro non moto"
"Spring - I. Allegro (from The Four Seasons, Concerto in E Major, RV 269, Op. 8, No. 1) [Instrumental] ","The Four Seasons, Violin Concerto in E Major, Op. 8 No. 1, RV 269 ""Spring"": I. Allegro"
"Konzert Nr. 3 F-Dur op. 8, RV 293: 1. Allegro. Allegro Assai ","The Four Seasons, Violin Concerto in G Minor, Op. 8 No. 2, RV 315 ""Summer"": I. Allegro non moto"
Le Quattro Stagioni (The Four Seasons): La primavera (Spring): II. Largo ,"The Four Seasons, Violin Concerto in E Major, Op. 8 No. 1, RV 269 ""Spring"": II. Largo e pianissimo sempre"
"Concert No. 2 in G Minor, Op. 8, RV 315, ""L'estate"" (Summer): I. Allegro non molto ","The Four Seasons, Violin Concerto in G Minor, Op. 8 No. 2, RV 315 ""Summer"": I. Allegro non moto"
"Winter from The Four Seasons, Op. 8, R269 (Arr. by Jean-Pierre Rampal): 2. Largo ","The Four Seasons, Violin Concerto in F Minor, Op. 8 No. 4, RV 297 ""Winter"": II. Largo"
"Violin Concerto in E Major, RV 269: III. Danza pastorale (arr. Sverre Indris Joner) ","The Four Seasons, Violin Concerto in E Major, Op. 8 No. 1, RV 269 ""Spring"": III. Danza pastorale. Allegro"
La Primavera op. 8 No. 1: I. Allegro ,"The Four Seasons, Violin Concerto in E Major, Op. 8 No. 1, RV 269 ""Spring"": I. Allegro"
"Concerto No. 1 in E Major: La Primavera (‘Spring’), Op. 8, No. 1 / RV 269: Allegro (Danza Pastorale) ","The Four Seasons, Violin Concerto in E Major, Op. 8 No. 1, RV 269 ""Spring"": III. Danza pastorale. Allegro"
"Le quattro stagione, Concerto No. 3 in F Major, RV 293 ""L'autunno"": III. Allegro (La caccia) ","The Four Seasons, Violin Concerto in F Major, Op. 8 No. 3, RV 293 ""Autumn"": III. Allegro"
Le Quattro Stagioni (The Four Seasons): L'inverno (Winter): II. Largo ,"The Four Seasons, Violin Concerto in F Minor, Op. 8 No. 4, RV 297 ""Winter"": II. Largo"
"The Four Seasons, Concerto No. 4 in F Minor, RV 297, Op. 8 No. 4 ""Winter"": I. Allegro non molto ","The Four Seasons, Violin Concerto in F Minor, Op. 8 No. 4, RV 297 ""Winter"": I. Allegro non molto"
"The Four Seasons - Violin Concerto in F Major, Op. 8, No. 3, RV 293 - ""Autumn"": III. Allegro ","The Four Seasons, Violin Concerto in F Major, Op. 8 No. 3, RV 293 ""Autumn"": III. Allegro"
"Concerto For Violin And Strings In F Major, Op.8, No.3, RV 293 ""L'autunno"" ","The Four Seasons, Violin Concerto in F Major, Op. 8 No. 3, RV 293 ""Autumn"": I. Allegro"
Le Quattro Stagioni (The Four Seasons): L'estate (Summer): III. Presto ,"The Four Seasons, Violin Concerto in G Minor, Op. 8 No. 2, RV 315 ""Summer"": III. Presto"
"The Four Seasons, Violin Concerto in G Minor, RV 315, ""Summer"": II. Adagio e Piano - Presto e forte ","The Four Seasons, Violin Concerto in G Minor, Op. 8 No. 2, RV 315 ""Summer"": II. Adagio - Presto"
"Concerto for Violin and Strings in G Minor, Op.8, No.2, R.315 ""L'estate"": 1. Allegro Non Molto - ","The Four Seasons, Violin Concerto in G Minor, Op. 8 No. 2, RV 315 ""Summer"": I. Allegro non moto"
Autumn ( L’Autunno ) / Adagio molto: Autumn ( L’Autunno ) / Adagio molto ,"The Four Seasons, Violin Concerto in F Major, Op. 8 No. 3, RV 293 ""Autumn"": II. Adagio molto"
"Concerto No. 1 in E Major, RV 269, ''La primavera'': II. Largo ","The Four Seasons, Violin Concerto in E Major, Op. 8 No. 1, RV 269 ""Spring"": I. Allegro"
"Four Seasons, Op.8, Summer: Allegro ","The Four Seasons, Violin Concerto in G Minor, Op. 8 No. 2, RV 315 ""Summer"": I. Allegro non moto"
"Concert No. 3 in F Major, Op. 8, RV 293, ""L'autunno - Danza pastorale"" (Autumn): III. Allegro ","The Four Seasons, Violin Concerto in F Major, Op. 8 No. 3, RV 293 ""Autumn"": III. Allegro"
"Concert No. 2 in G Minor, Op. 8, RV 315, ""L'estate"" (Summer): II. Adagio ","The Four Seasons, Violin Concerto in G Minor, Op. 8 No. 2, RV 315 ""Summer"": II. Adagio - Presto"
"The Four Seasons, Concerto in F Major, Op. 8 No. 3, RV 293 ""Autumn"": III. Allegro ","The Four Seasons, Violin Concerto in F Major, Op. 8 No. 3, RV 293 ""Autumn"": III. Allegro"
"The Four Seasons, ''Winter'' 2nd Mov. /The Classic ","The Four Seasons, Violin Concerto in E Major, Op. 8 No. 1, RV 269 ""Spring"": I. Allegro"
"The Four Seasons, Concerto No. 4 in F Minor, RV 297 ''L'inverno'': III. Allegro ","The Four Seasons, Violin Concerto in F Minor, Op. 8 No. 4, RV 297 ""Winter"": III. Allegro"
"Violin Concerto in E Major, RV 269, ""Spring"" from ""The Four Seasons"": I. Allegro ","The Four Seasons, Violin Concerto in E Major, Op. 8 No. 1, RV 269 ""Spring"": I. Allegro"
"Violin Concerto No. 1 in E Major, Op. 8, RV 269, ""Spring"": II. Largo ","The Four Seasons, Violin Concerto in E Major, Op. 8 No. 1, RV 269 ""Spring"": I. Allegro"
"The four Seasons, Summer, Op. 8/2 ","The Four Seasons, Violin Concerto in E Major, Op. 8 No. 1, RV 269 ""Spring"": I. Allegro"
"The 4 Seasons, Violin Concerto in F Major, Op. 8, No. 3, RV 293, ""L'autunno"": III. Allegro ","The Four Seasons, Violin Concerto in F Major, Op. 8 No. 3, RV 293 ""Autumn"": III. Allegro"
Le Quattro Stagioni (The Four Seasons): L'autunno (Autumn): III. Allegro ,"The Four Seasons, Violin Concerto in F Major, Op. 8 No. 3, RV 293 ""Autumn"": III. Allegro"
"The Four Seasons, Concerto No. 1 in E Major (La Primavera - Spring), RV 269 (Op. 8, No. 1): I. Allegro ","The Four Seasons, Violin Concerto in E Major, Op. 8 No. 1, RV 269 ""Spring"": I. Allegro"
"Konzert Nr. 1 E-Dur op. 8, RV 269: 2. Largo ","The Four Seasons, Violin Concerto in F Minor, Op. 8 No. 4, RV 297 ""Winter"": II. Largo"
"Concerto in E Major for Violín, String Orchestra and Continuo, Op. 8, No. 1, RV 269 ""La Primavera"" (Spring): I. Allegro ","The Four Seasons, Violin Concerto in E Major, Op. 8 No. 1, RV 269 ""Spring"": I. Allegro"
"The Four Seasons, Concerto for Violin, Strings and Continuo in F Major, No. 3, Op. 8, Rv 293, “l’ Autunno” (Autumn): II. Adagio Molto ","The Four Seasons, Violin Concerto in F Major, Op. 8 No. 3, RV 293 ""Autumn"": II. Adagio molto"
"Der Winter, Op. 8, RV 297 ","The Four Seasons, Violin Concerto in F Minor, Op. 8 No. 4, RV 297 ""Winter"": II. Largo"
"The Four Seasons, Winter, Op. 8 - 4: 3rd Mvt: Allegro ","The Four Seasons, Violin Concerto in F Major, Op. 8 No. 3, RV 293 ""Autumn"": I. Allegro"
"Concerto in E minor, RV 269 La Primavera - Largo ","The Four Seasons, Violin Concerto in F Minor, Op. 8 No. 4, RV 297 ""Winter"": II. Largo"
"Concerto for Violin in F Major, Op. 8, No 3, RV 293 ""Autumn"": II. Adagio molto ","The Four Seasons, Violin Concerto in F Major, Op. 8 No. 3, RV 293 ""Autumn"": II. Adagio molto"
"Concerto No. 4 in F Minor, RV 297, Op. 8, ""L'inverno"": II. Largo ","The Four Seasons, Violin Concerto in F Minor, Op. 8 No. 4, RV 297 ""Winter"": II. Largo"
"The Four Seasons - Violin Concerto in G Minor, Op. 8, No. 2, RV 269 - ""Summer"": III. Presto (Arranged for expanded Orchestra) ","The Four Seasons, Violin Concerto in G Minor, Op. 8 No. 2, RV 315 ""Summer"": II. Adagio - Presto"
"Concerto for Violin and Strings in E, Op.8, No.1, R.269 ""La Primavera"": 3. Allegro (Danza Pastorale) ","The Four Seasons, Violin Concerto in E Major, Op. 8 No. 1, RV 269 ""Spring"": III. Danza pastorale. Allegro"
"Concerto No. 4 in F Minor: L'Inverno ('Winter'), Op. 8, No. 4 / RV 297: III Allegro ","The Four Seasons, Violin Concerto in F Minor, Op. 8 No. 4, RV 297 ""Winter"": III. Allegro"
"Konzert Nr. 4 f-moll op. 8, RV 297: 1. Allegro Non Molto ","The Four Seasons, Violin Concerto in F Minor, Op. 8 No. 4, RV 297 ""Winter"": I. Allegro non molto"
"The 4 Seasons, Violin Concerto in F Minor, Op. 8, No. 4, RV 297, ""L'inverno"" (Winter) [Excerpt] ","The Four Seasons, Violin Concerto in F Minor, Op. 8 No. 4, RV 297 ""Winter"": II. Largo"
"The Four Seasons, Violin Concerto No. 4 in F Minor, RV. 297 'L'inverno/Winter': II. Largo ","The Four Seasons, Violin Concerto in F Minor, Op. 8 No. 4, RV 297 ""Winter"": II. Largo"
"The 4 Seasons: Violin Concerto in G Minor, Op. 8, No. 2, RV 315, ""L'estate"" (Summer) ","The Four Seasons, Violin Concerto in G Minor, Op. 8 No. 2, RV 315 ""Summer"": III. Presto"
"Concerto for Violin in G Minor, Op. 8, No 2, RV 315 ""L'estate"": II. Largo ","The Four Seasons, Violin Concerto in G Minor, Op. 8 No. 2, RV 315 ""Summer"": III. Presto"
"The Four Seasons, Violin Concerto No. 2 in G Minor, RV 315 ""L'estate"": III. Tempo impetuoso d'estate. Presto ","The Four Seasons, Violin Concerto in G Minor, Op. 8 No. 2, RV 315 ""Summer"": II. Adagio - Presto"
"Le quattro stagioni (The Four Seasons), Op. 8 - Concerto No. 2 in G Minor, RV 315, ""L'estate"" (Summer): III. Presto ","The Four Seasons, Violin Concerto in G Minor, Op. 8 No. 2, RV 315 ""Summer"": III. Presto"
"Concerto No. 4 in F Minor: L'Inverno ('Winter'), Op. 8, No. 4 / RV 297: II Largo ","The Four Seasons, Violin Concerto in F Minor, Op. 8 No. 4, RV 297 ""Winter"": II. Largo"
Le Quattro Stagioni (The Four Seasons): La primavera (Spring): I. Allegro ,"The Four Seasons, Violin Concerto in E Major, Op. 8 No. 1, RV 269 ""Spring"": I. Allegro"
"‘Le quattro stagioni’ (‘The Four Seasons’): Concerto, Op. 8 No. 3, RV 293 ‘L’autunno’ in F major (‘Autumn’): III. Allegro ","The Four Seasons, Violin Concerto in F Major, Op. 8 No. 3, RV 293 ""Autumn"": III. Allegro"
"The Four Seasons, Violin Concerto, Op. 8 No. 1–4: Autumn, RV 293, Adagio ","The Four Seasons, Violin Concerto in F Major, Op. 8 No. 3, RV 293 ""Autumn"": II. Adagio molto"
"Concerto for Violin in E Major, Op. 8, No 1, RV 269 - ""Spring"": II. Largo ","The Four Seasons, Violin Concerto in E Major, Op. 8 No. 1, RV 269 ""Spring"": I. Allegro"
"The Four Seasons, Concerto No. 2 in G Minor, RV 315, Op. 8 No. 2 ""Summer"" (Arr. H. Oeler for Violin and Accordion) ","The Four Seasons, Violin Concerto in G Minor, Op. 8 No. 2, RV 315 ""Summer"": I. Allegro non moto"
"The Four Seasons, ''Spring'' 1st Mov. (Hotelier) ","The Four Seasons, Violin Concerto in F Minor, Op. 8 No. 4, RV 297 ""Winter"": II. Largo"
"The Four Seasons, Concerto No. 2 in G Minor, RV 315 ""Summer"": I. Allegro non molto ","The Four Seasons, Violin Concerto in G Minor, Op. 8 No. 2, RV 315 ""Summer"": I. Allegro non moto"
"Concerto For Violin And Strings In F Major, Op.8, No.3, RV 293 ""L'autunno"": 3. Allegro (La caccia) ","The Four Seasons, Violin Concerto in F Major, Op. 8 No. 3, RV 293 ""Autumn"": I. Allegro"
"Die vier Jahreszeiten, Op. 8, Concerto No. 2 in G Minor, RV 315 ""Der Sommer"": I. Allegro non molto ","The Four Seasons, Violin Concerto in G Minor, Op. 8 No. 2, RV 315 ""Summer"": I. Allegro non moto"
L´Autunno op. 8 No. 3: I. Allegro ,"The Four Seasons, Violin Concerto in F Major, Op. 8 No. 3, RV 293 ""Autumn"": I. Allegro"
"Concerto for Violin and Strings in F, Op.8, No.3, R.293 ""L'autunno"": 2. Adagio Molto (Ubriachi Dormienti) ","The Four Seasons, Violin Concerto in F Major, Op. 8 No. 3, RV 293 ""Autumn"": II. Adagio molto"
"Concerto for Violin and Strings in E, Op.8, No.1, R.269 ""La Primavera"": 1. Allegro ","The Four Seasons, Violin Concerto in E Major, Op. 8 No. 1, RV 269 ""Spring"": I. Allegro"
"Violin Concerto in F Minor, RV 297: I. Allegro non molto (arr. Sverre Indris Joner) ","The Four Seasons, Violin Concerto in F Minor, Op. 8 No. 4, RV 297 ""Winter"": I. Allegro non molto"
"The Four Seasons - Violin Concerto in E Major, Op. 8, No. 1, RV 269 - ""Spring"": II. Largo e pianissimo sempre ","The Four Seasons, Violin Concerto in E Major, Op. 8 No. 1, RV 269 ""Spring"": II. Largo e pianissimo sempre"
"Concerto in F Minor for Violin, String Orchestra and Continuo, Op. 8, No. 4, RV 297, ""L'inverno"" (Winter): II. Largo ","The Four Seasons, Violin Concerto in F Minor, Op. 8 No. 4, RV 297 ""Winter"": II. Largo"
The Four Seasons - Concerto No. 1 in E Major Op. 8 No. 1 RV269 'Spring': I. Allegro ,"The Four Seasons, Violin Concerto in E Major, Op. 8 No. 1, RV 269 ""Spring"": I. Allegro"
"Violin Concerto in F minor, ‘Winter’, op.8 no.4, rv 297 - Allegro ","The Four Seasons, Violin Concerto in F Minor, Op. 8 No. 4, RV 297 ""Winter"": III. Allegro"
"The Four Seasons (Le quattro stagioni), Op. 8 - Violin Concerto No. 2 in G Minor, RV 315, ""Summer"" (L'estate): I. Allegro non molto - Allegro ","The Four Seasons, Violin Concerto in G Minor, Op. 8 No. 2, RV 315 ""Summer"": I. Allegro non moto"
﻿Violin Concerto Op.8 No.3 in F “L'Autunno” (Autumn) RV 293: I. Allegro ,"The Four Seasons, Violin Concerto in F Major, Op. 8 No. 3, RV 293 ""Autumn"": I. Allegro"
"The Four Seasons, Concerto No. 1 in E Major, Op. 8, RV 269 ""Spring"": II. Largo e pianissimo sempre ","The Four Seasons, Violin Concerto in E Major, Op. 8 No. 1, RV 269 ""Spring"": II. Largo e pianissimo sempre"
Spring the first movement<four seasons > ,"The Four Seasons, Violin Concerto in G Minor, Op. 8 No. 2, RV 315 ""Summer"": III. Presto"
"‘Le quattro stagioni’ (‘The Four Seasons’):Concerto, Op. 8 No. 1, RV 269 ‘La primavera’ in E major (‘Spring’): I. Allegro ","The Four Seasons, Violin Concerto in E Major, Op. 8 No. 1, RV 269 ""Spring"": I. Allegro"
The Four Seasons - Concerto No. 2 in G Minor Op. 8 No. 2 RV315 'Summer': I. Allegro ma non molto ,"The Four Seasons, Violin Concerto in G Minor, Op. 8 No. 2, RV 315 ""Summer"": I. Allegro non moto"
"Concerto No.1 Spring, Allegro ","The Four Seasons, Violin Concerto in E Major, Op. 8 No. 1, RV 269 ""Spring"": I. Allegro"
"The Four Seasons - Violin Concerto in F Major, Op. 8, No. 3, RV 293 - ""Autumn"" ","The Four Seasons, Violin Concerto in F Major, Op. 8 No. 3, RV 293 ""Autumn"": I. Allegro"
"Le Quattro Stagioni, L'inverno, Concerto No. 4, in F minor: Largo ","The Four Seasons, Violin Concerto in F Minor, Op. 8 No. 4, RV 297 ""Winter"": II. Largo"
"Concerto in C major Op. 8 No. 1 for Musette , Two Violins and Bass Continuo ‘La Primavera': II. Adagio sempre piano ","The Four Seasons, Violin Concerto in E Major, Op. 8 No. 1, RV 269 ""Spring"": II. Largo e pianissimo sempre"
"The Four Seasons (Le Quattro Stagioni), Op. 8 - Concerto No. 1 for Violin and Strings in E Major, ""Spring"", RV 269 (Arranged for Percussion): I. Allegro ","The Four Seasons, Violin Concerto in E Major, Op. 8 No. 1, RV 269 ""Spring"": I. Allegro"
"Concerto in F Major for Violín, String Orchestra, and Continuo, Op. 8, No. 3, RV 293, ""L' autunno"" (Otoño): I. Allegro ","The Four Seasons, Violin Concerto in F Major, Op. 8 No. 3, RV 293 ""Autumn"": I. Allegro"
Summer ( L’ Estate ) / Adagio - Presto - Adagio: Summer ( L’ Estate ) / Adagio - Presto - Adagio ,"The Four Seasons, Violin Concerto in G Minor, Op. 8 No. 2, RV 315 ""Summer"": II. Adagio - Presto"
